Ann. Return,Max DD,Turnover,Fitness,Threshold,Ticker,Accuracy
0.0652,0.2898,49,-0.6567,0.54,PILANIINVS,0.7442
0.3419,0.4127,61,-0.6568,0.58,DAVANGERE,0.7273
0.1089,0.3118,50,-0.6585,0.58,RUCHIRA,0.8046
0.4097,0.4221,78,-0.6586,0.54,SHREERAMA,0.7126
0.0598,0.2776,58,-0.6601,0.58,WABAG,0.7898
-0.0246,0.2581,42,-0.6608,0.58,FORTIS,0.76
0.0913,0.2838,64,-0.6613,0.58,SURYALAXMI,0.7861
-0.0083,0.2659,42,-0.6615,0.58,OBCL,0.815
-0.0289,0.2615,38,-0.6618,0.56,UMIYA-MRO,0.7919
-0.0016,0.2441,60,-0.6622,0.58,KIMS,0.7931
0.062,0.2851,54,-0.6626,0.58,UTKARSHBNK,0.7486
-0.0713,0.256,28,-0.6634,0.58,SBC,0.8457
0.0133,0.2465,64,-0.6635,0.58,MAHSCOOTER,0.7644
0.1545,0.3263,58,-0.6637,0.58,QUADFUTURE,0.7429
0.3621,0.4268,60,-0.6638,0.58,VERTOZ,0.7471
0.0201,0.2964,32,-0.6641,0.56,IIFLCAPS,0.8457
0.1602,0.3061,74,-0.6648,0.58,FOODSIN,0.7529
0.0525,0.2807,54,-0.6649,0.58,EXXARO,0.7919
0.1369,0.3317,48,-0.6653,0.58,HMT,0.8266
0.0406,0.2475,73,-0.6654,0.58,CONTROLPR,0.7803
-0.0646,0.2294,30,-0.6662,0.58,KIRLFER,0.781
0.0577,0.2849,54,-0.6663,0.58,SFL,0.76
0.0192,0.2558,61,-0.6668,0.52,NEULANDLAB,0.7943
-0.023,0.2438,55,-0.6669,0.58,HDFCBANK,0.7045
0.3167,0.4024,62,-0.6673,0.5,TIL,0.7225
0.2202,0.3497,66,-0.6678,0.56,KAYNES,0.7543
0.1133,0.3101,56,-0.6678,0.58,KOTHARIPRO,0.7701
0.0792,0.2937,56,-0.6681,0.58,CARBORUNIV,0.8114
-0.0363,0.2506,46,-0.6697,0.58,CAPLIPOINT,0.7989
0.0617,0.2903,53,-0.6703,0.58,TI,0.8343
0.1583,0.3192,67,-0.6704,0.58,VIKRAMSOLR,0.7557
-0.0045,0.2589,52,-0.6709,0.58,ASHIANA,0.8057
0.337,0.4241,56,-0.6721,0.58,DHRUV,0.7931
-0.015,0.2656,44,-0.6727,0.58,ISGEC,0.7299
0.0957,0.3071,54,-0.6728,0.56,DEEPINDS,0.8
0.2259,0.3581,64,-0.6731,0.58,PARASPETRO,0.7714
0.0421,0.2592,69,-0.6735,0.58,PNBGILTS,0.7371
-0.0123,0.28,35,-0.674,0.58,ESABINDIA,0.7733
-0.0243,0.2528,51,-0.6747,0.58,GODREJCP,0.733
0.1223,0.2964,72,-0.6751,0.58,HINDCOPPER,0.7841
0.1686,0.3315,64,-0.6763,0.58,TATVA,0.8125
0.216,0.3548,64,-0.6776,0.56,LFIC,0.7011
-0.0118,0.2752,40,-0.6778,0.58,GKWLIMITED,0.8439
0.3937,0.4614,52,-0.6785,0.56,BROOKS,0.6782
0.0206,0.2847,46,-0.6795,0.58,SKFINDIA,0.7727
0.1771,0.3462,57,-0.68,0.58,KNAGRI,0.7746
0.3911,0.4633,50,-0.6801,0.56,BYKE,0.763
-0.0292,0.243,58,-0.6809,0.58,STEELXIND,0.7371
0.2319,0.3618,66,-0.6814,0.58,GATECHDVR,0.7931
0.196,0.3435,68,-0.6843,0.58,EFCIL,0.7614
-0.0609,0.2481,45,-0.6857,0.58,RADICO,0.8114
-0.0313,0.2672,42,-0.6865,0.58,RSWM,0.7759
0.0371,0.2991,44,-0.6868,0.58,CHALET,0.7771
0.1648,0.3584,47,-0.6871,0.58,SUYOG,0.8046
0.1366,0.3327,55,-0.6877,0.56,ENERGYDEV,0.7861
-0.0176,0.267,48,-0.6879,0.56,WELENT,0.7898
0.0492,0.2869,57,-0.6885,0.56,TVSSRICHAK,0.7701
0.1015,0.3273,48,-0.6902,0.56,STLTECH,0.8457
0.0715,0.2958,59,-0.6905,0.58,ZODIACLOTH,0.7572
0.0483,0.2739,67,-0.6909,0.58,HILINFRA,0.7257
0.1019,0.2936,72,-0.691,0.58,WEALTH,0.7543
0.2544,0.3817,64,-0.691,0.58,WEBELSOLAR,0.7045
0.0984,0.3057,62,-0.6912,0.58,NIRAJ,0.7701
0.0872,0.3146,52,-0.6914,0.58,WANBURY,0.7989
0.0153,0.2994,38,-0.6914,0.58,CUPID,0.8977
0.2815,0.4048,57,-0.6919,0.56,TRANSWORLD,0.7759
0.0649,0.2861,65,-0.6919,0.58,PICCADIL,0.75
0.0523,0.299,51,-0.6923,0.58,MGL,0.7471
0.4655,0.5127,46,-0.6928,0.58,SPECTRUM,0.7919
0.0478,0.3087,43,-0.6932,0.58,BALKRISHNA,0.8046
-0.0038,0.2711,52,-0.6937,0.56,CGCL,0.8239
0.0423,0.2905,54,-0.6938,0.58,EMUDHRA,0.7414
-0.0011,0.2667,56,-0.6946,0.54,VISHNU,0.7829
-0.0007,0.2876,42,-0.6952,0.54,TATAPOWER,0.7557
0.1218,0.2992,77,-0.6955,0.58,ZENSARTECH,0.7045
0.1517,0.3261,68,-0.6959,0.58,VIPCLOTHNG,0.7241
-0.0505,0.2473,53,-0.6965,0.58,KMSUGAR,0.7486
0.0743,0.2998,60,-0.6968,0.58,NAVA,0.7886
0.0712,0.3046,56,-0.697,0.58,VINCOFE,0.7784
0.2156,0.3799,54,-0.6976,0.58,ASTEC,0.75
0.1822,0.3596,56,-0.6978,0.56,SHIVAMAUTO,0.7529
0.0933,0.3093,61,-0.6987,0.58,IIFL,0.8352
-0.0138,0.265,54,-0.699,0.58,DONEAR,0.7586
0.0207,0.2824,55,-0.7013,0.58,CDSL,0.7371
-0.0164,0.2731,49,-0.7018,0.56,OFSS,0.8011
0.0057,0.2995,38,-0.7019,0.58,NAZARA,0.8514
0.1091,0.3377,48,-0.7028,0.58,IOLCP,0.8182
-0.0515,0.2708,38,-0.7028,0.58,NDLVENTURE,0.7688
0.0255,0.2841,56,-0.7036,0.52,GMMPFAUDLR,0.7701
0.0532,0.2921,60,-0.7044,0.56,MOLDTECH,0.7746
0.0932,0.3174,57,-0.7046,0.58,INDOSTAR,0.7657
0.0897,0.3198,54,-0.7051,0.54,COSMOFIRST,0.7701
-0.0157,0.2791,46,-0.7053,0.58,WINDLAS,0.8171
-0.0688,0.237,57,-0.7057,0.56,GRWRHITECH,0.7657
0.1255,0.3385,54,-0.7058,0.56,MAZDA,0.7657
0.1341,0.3458,52,-0.7061,0.58,SSDL,0.7371
0.0121,0.2924,47,-0.7062,0.58,ENRIN,0.7443
-0.0236,0.2868,38,-0.7071,0.58,SEAMECLTD,0.896
0.1471,0.3489,55,-0.7079,0.58,SERVOTECH,0.7314
0.1089,0.3343,52,-0.7083,0.58,ELLEN,0.72
0.026,0.3162,36,-0.7092,0.58,TFCILTD,0.8171
-0.0016,0.2898,46,-0.712,0.58,SUZLON,0.733
0.1721,0.3613,56,-0.7124,0.58,REPRO,0.7399
0.0065,0.2575,72,-0.7154,0.56,SAREGAMA,0.7874
0.254,0.3806,73,-0.7157,0.5,DCXINDIA,0.7029
0.2276,0.3972,52,-0.7162,0.58,RAJMET,0.8103
0.1023,0.337,50,-0.7163,0.58,SALSTEEL,0.8208
-0.0435,0.2627,52,-0.7167,0.58,TVSMOTOR,0.7614
0.1526,0.3393,66,-0.7167,0.58,IRIS,0.7746
-0.0365,0.2549,60,-0.7168,0.58,IRB,0.7443
0.0941,0.3268,55,-0.7175,0.58,GALLANTT,0.7759
0.1013,0.3364,51,-0.7179,0.58,BANSALWIRE,0.7701
-0.0424,0.2503,61,-0.7183,0.58,ARVSMART,0.7586
0.0126,0.2816,58,-0.7183,0.58,ASPINWALL,0.7919
0.1362,0.3385,62,-0.719,0.58,NRAIL,0.7414
0.0518,0.2884,68,-0.7194,0.56,KIRLOSBROS,0.8
0.1746,0.3748,50,-0.7195,0.58,BEDMUTHA,0.7803
0.017,0.2924,54,-0.7213,0.58,CUB,0.8068
0.1971,0.3803,55,-0.7215,0.56,RATEGAIN,0.7989
0.0362,0.2976,57,-0.7219,0.58,GANECOS,0.7771
0.0988,0.315,66,-0.722,0.58,GOKUL,0.7746
0.191,0.3679,62,-0.722,0.58,BAJAJINDEF,0.72
0.2555,0.4056,58,-0.7233,0.58,CLEDUCATE,0.7688
0.0164,0.3087,43,-0.7238,0.58,BRIGADE,0.7143
-0.0149,0.2949,42,-0.7246,0.58,IVC,0.7943
0.2157,0.4041,46,-0.7254,0.58,DHUNINV,0.7514
0.0,0.2827,56,-0.7262,0.58,WINDMACHIN,0.8103
0.0802,0.2993,73,-0.7269,0.58,VIPIND,0.7371
-0.0303,0.2765,50,-0.7269,0.58,SUNDROP,0.7759
0.1222,0.3251,70,-0.727,0.58,IXIGO,0.7443
-0.0351,0.2745,50,-0.7279,0.58,BIRLACABLE,0.7701
0.0474,0.3084,56,-0.7295,0.58,V2RETAIL,0.7886
0.0111,0.2909,56,-0.7298,0.58,UPL,0.7557
0.0323,0.2983,58,-0.73,0.58,ICIL,0.7771
0.3987,0.481,58,-0.73,0.56,SOMICONVEY,0.7701
0.0803,0.3152,63,-0.7301,0.58,ALOKINDS,0.72
0.0344,0.3138,48,-0.7302,0.56,DEVYANI,0.7486
0.0053,0.2812,60,-0.7306,0.58,MAYURUNIQ,0.7861
0.0722,0.3239,54,-0.7307,0.58,DENORA,0.7644
-0.0368,0.2864,42,-0.731,0.58,SWARAJ,0.7919
-0.0235,0.2963,40,-0.731,0.58,AVADHSUGAR,0.7989
0.0717,0.3133,62,-0.7311,0.58,VIYASH,0.767
-0.0057,0.2876,53,-0.7314,0.58,IGIL,0.7898
0.063,0.3079,62,-0.7319,0.56,AHLEAST,0.7746
0.0661,0.3189,56,-0.7335,0.58,HEALTHX,0.7861
0.2629,0.4078,63,-0.7338,0.58,VISACHROME,0.7586
0.0432,0.3169,50,-0.7344,0.58,INDNIPPON,0.8103
0.0115,0.2845,62,-0.7346,0.54,SUPRAJIT,0.7657
0.0978,0.3451,50,-0.7354,0.58,TORNTPOWER,0.7829
-0.0293,0.2902,44,-0.7362,0.56,NRL,0.8621
0.0019,0.285,59,-0.7365,0.56,J&KBANK,0.8114
0.0487,0.3237,48,-0.7366,0.58,FDC,0.7414
0.1512,0.3474,68,-0.7367,0.56,OLAELEC,0.7159
0.1936,0.3662,69,-0.7372,0.5,OMAXE,0.7701
0.0798,0.3109,68,-0.7373,0.58,RCOM,0.7069
0.1912,0.3657,69,-0.7375,0.58,BPL,0.7257
-0.0192,0.3031,39,-0.7375,0.58,VRLLOG,0.7586
0.0783,0.3304,54,-0.7377,0.56,PLAZACABLE,0.8103
0.0401,0.3061,58,-0.7378,0.58,KAMDHENU,0.8457
0.138,0.3546,58,-0.7379,0.58,BORANA,0.8046
-0.0288,0.2802,52,-0.7379,0.58,CINELINE,0.7771
0.1362,0.3576,56,-0.739,0.58,FCSSOFT,0.7029
0.034,0.3084,55,-0.739,0.58,PERSISTENT,0.7557
0.087,0.3251,62,-0.7392,0.58,MSTCLTD,0.75
0.0842,0.3222,62,-0.7395,0.58,BHAGCHEM,0.7514
0.0949,0.3008,82,-0.7409,0.58,SPENCERS,0.72
0.0691,0.3397,46,-0.7409,0.58,WAAREEENER,0.7443
0.0996,0.3518,48,-0.7413,0.56,KABRAEXTRU,0.7771
-0.0047,0.2646,73,-0.7436,0.58,TCI,0.7529
0.0549,0.3423,40,-0.7447,0.58,IVP,0.8276
0.0498,0.3283,48,-0.7455,0.58,INDIANCARD,0.7399
-0.0456,0.273,54,-0.7467,0.58,APCOTEXIND,0.7471
0.0068,0.3016,52,-0.7467,0.58,SHIVATEX,0.7514
-0.033,0.2778,56,-0.7477,0.58,EMAMILTD,0.6932
0.2075,0.4016,53,-0.7479,0.58,VIKASLIFE,0.7356
0.0685,0.339,48,-0.7482,0.58,DBSTOCKBRO,0.815
0.2044,0.3791,67,-0.7486,0.58,EUROTEXIND,0.7849
0.0432,0.3364,42,-0.749,0.58,ORIENTHOT,0.8011
0.2378,0.4367,40,-0.7492,0.56,ECOSMOBLTY,0.7045
-0.0086,0.3082,44,-0.75,0.54,DRREDDY,0.7784
0.0357,0.3189,52,-0.7507,0.58,SAPPHIRE,0.76
-0.016,0.2816,60,-0.7517,0.58,ERIS,0.7759
-0.0332,0.2808,55,-0.7519,0.58,CANFINHOME,0.7486
0.1371,0.3664,55,-0.7529,0.54,LLOYDSENT,0.72
0.0084,0.2999,57,-0.7543,0.58,VSTTILLERS,0.7029
-0.0285,0.2865,54,-0.755,0.58,VENTIVE,0.7443
-0.0792,0.2559,58,-0.7558,0.58,INDHOTEL,0.7443
0.2802,0.4285,62,-0.756,0.56,VALIANTORG,0.7052
0.1499,0.3561,68,-0.7566,0.58,EASTSILK,0.6971
0.0154,0.2885,68,-0.7569,0.56,SPIC,0.7414
-0.0086,0.3029,50,-0.7573,0.58,DYNAMATECH,0.72
0.0955,0.3551,50,-0.7574,0.58,VSTL,0.8
0.0549,0.324,58,-0.7587,0.58,STYRENIX,0.76
0.0066,0.3202,44,-0.7603,0.58,INDSWFTLAB,0.8218
0.0462,0.331,51,-0.7606,0.58,DHANBANK,0.75
0.0821,0.3319,63,-0.7617,0.56,EIDPARRY,0.7314
0.123,0.3657,54,-0.7618,0.58,GREAVESCOT,0.7727
0.0048,0.2897,66,-0.7621,0.58,BHARTIHEXA,0.7727
-0.065,0.2861,44,-0.763,0.58,LALPATHLAB,0.8057
0.1669,0.3989,46,-0.7631,0.58,ANUP,0.7356
0.1981,0.3882,64,-0.7633,0.56,PNC,0.7688
0.2009,0.3935,62,-0.7633,0.58,IFGLEXPOR,0.7943
0.0905,0.3299,68,-0.7636,0.58,MITTAL,0.7486
0.1866,0.3965,56,-0.7664,0.58,NECLIFE,0.6971
0.0128,0.3153,52,-0.7671,0.58,RELIGARE,0.7874
0.014,0.2935,68,-0.7674,0.58,TRACXN,0.7086
0.027,0.3132,59,-0.7691,0.58,TVSELECT,0.7241
-0.0557,0.2856,49,-0.7694,0.58,PGHL,0.75
-0.0451,0.2771,59,-0.7698,0.58,SANDESH,0.7457
0.0398,0.3247,56,-0.7705,0.58,SUTLEJTEX,0.7816
0.0857,0.3469,57,-0.7709,0.58,GOLDIAM,0.7714
0.0699,0.3183,72,-0.7712,0.58,ASIANTILES,0.733
0.129,0.3777,51,-0.7713,0.58,KPITTECH,0.6761
0.0667,0.3415,54,-0.7715,0.58,KAKATCEM,0.7759
0.1786,0.3918,58,-0.7717,0.56,RPPINFRA,0.6839
-0.011,0.2898,64,-0.7725,0.58,URJA,0.6705
0.0423,0.3126,67,-0.7732,0.58,BSOFT,0.6875
-0.0051,0.2946,63,-0.7733,0.58,AADHARHFC,0.733
0.0297,0.3173,59,-0.7734,0.58,SHRIRAMPPS,0.6971
0.3016,0.4459,64,-0.774,0.58,MEDICAMEQ,0.7126
-0.0174,0.2869,65,-0.7758,0.58,KFINTECH,0.7614
0.047,0.3428,48,-0.7758,0.58,THYROCARE,0.7829
0.0553,0.3421,52,-0.7776,0.58,SALZERELEC,0.7429
0.0894,0.3484,59,-0.7779,0.58,SAMPANN,0.7919
0.0417,0.3308,55,-0.778,0.58,HINDCON,0.7874
0.0819,0.35,56,-0.779,0.58,GANESHBE,0.7874
-0.0547,0.276,60,-0.7791,0.58,DHARMAJ,0.8103
0.0248,0.3083,66,-0.7805,0.56,KRSNAA,0.7543
0.2374,0.4022,74,-0.7809,0.56,WILLAMAGOR,0.7572
-0.0122,0.3409,31,-0.7825,0.56,PASHUPATI,0.8343
0.0749,0.3455,58,-0.7828,0.56,PPL,0.7931
-0.0554,0.288,53,-0.7829,0.58,ELGIEQUIP,0.8057
0.1643,0.3914,58,-0.7832,0.56,JYOTHYLAB,0.7557
0.0827,0.3554,54,-0.7833,0.56,UNIVASTU,0.7989
-0.0232,0.3027,54,-0.7837,0.58,KPIL,0.8218
-0.0355,0.2975,54,-0.7857,0.58,IMPAL,0.7931
0.0185,0.3255,54,-0.7868,0.58,SAMBHV,0.7771
-0.0236,0.2997,57,-0.7868,0.58,ORICONENT,0.8046
0.0352,0.3364,52,-0.787,0.58,YUKEN,0.7701
-0.0397,0.3,52,-0.7873,0.58,ANTHEM,0.7841
0.09,0.3636,52,-0.7875,0.58,KOTHARIPET,0.7919
-0.0253,0.3075,52,-0.7889,0.58,RANASUG,0.8
0.0224,0.3259,56,-0.7902,0.58,MANCREDIT,0.7989
0.2115,0.4237,54,-0.7902,0.58,NIBL,0.7829
-0.0655,0.2954,48,-0.7934,0.58,UBL,0.72
0.2775,0.4421,65,-0.7934,0.52,GOLDTECH,0.7299
0.0269,0.3326,54,-0.7935,0.58,ALPHAGEO,0.7931
0.0255,0.3544,39,-0.7941,0.58,COFORGE,0.75
0.034,0.316,68,-0.7945,0.56,GREENLAM,0.7861
0.1623,0.4097,48,-0.7951,0.58,ABCOTS,0.7471
-0.0094,0.3186,52,-0.7953,0.58,KCPSUGIND,0.7543
0.0413,0.3417,53,-0.7953,0.58,GENUSPAPER,0.7861
0.0861,0.35,64,-0.7958,0.56,GENUSPOWER,0.7955
0.1337,0.3695,66,-0.7962,0.58,SHYAMCENT,0.7688
0.0354,0.3254,64,-0.7972,0.52,ADANIENSOL,0.7955
0.0263,0.3196,64,-0.7979,0.56,PRIMESECU,0.7861
-0.004,0.3204,54,-0.799,0.58,EQUITASBNK,0.7714
0.1579,0.4048,52,-0.7995,0.58,BLUEJET,0.7784
-0.0287,0.3024,59,-0.801,0.58,ESTER,0.7614
0.1794,0.3956,66,-0.8015,0.58,NOIDATOLL,0.7586
0.0204,0.3464,45,-0.8016,0.58,KALYANIFRG,0.8103
0.105,0.3709,58,-0.8025,0.58,MCL,0.8229
-0.0235,0.3153,52,-0.8026,0.58,CHOLAFIN,0.7714
0.1968,0.4165,58,-0.8029,0.58,ABINFRA,0.7184
0.0959,0.3663,58,-0.8033,0.58,NECCLTD,0.7931
-0.0287,0.3336,38,-0.8039,0.58,PAISALO,0.8523
0.0123,0.3258,58,-0.8041,0.58,COROMANDEL,0.7955
0.0585,0.3336,69,-0.8048,0.58,TCS,0.6989
0.3032,0.4563,68,-0.8048,0.52,HPAL,0.7471
0.0466,0.3318,66,-0.8056,0.56,JSL,0.8057
-0.0762,0.2936,50,-0.8079,0.56,HEXATRADEX,0.7803
-0.0007,0.3353,48,-0.8085,0.58,BAJAJCON,0.8171
0.0054,0.3478,42,-0.8095,0.58,OIL,0.7955
0.0989,0.3623,64,-0.8096,0.58,AVG,0.7126
0.3019,0.4446,77,-0.8099,0.54,CCCL,0.7168
0.0505,0.3517,55,-0.8101,0.58,SUVEN,0.76
0.1334,0.397,52,-0.8101,0.56,SHRIPISTON,0.7989
0.0641,0.3631,52,-0.8107,0.54,MIRZAINT,0.6971
0.0723,0.359,58,-0.8114,0.58,BOROLTD,0.72
0.057,0.3436,64,-0.8119,0.58,LOTUSDEV,0.7557
-0.0708,0.2754,66,-0.8123,0.58,SCHAND,0.7746
0.0171,0.349,46,-0.8124,0.58,WHIRLPOOL,0.7086
0.0608,0.3416,67,-0.8139,0.58,ARIHANTCAP,0.7371
-0.0083,0.3042,69,-0.815,0.58,BIKAJI,0.7414
0.099,0.3616,67,-0.8156,0.54,HEMIPROP,0.7314
-0.0421,0.3194,47,-0.8159,0.54,SUNDRMFAST,0.7931
0.1275,0.389,58,-0.8162,0.58,NEWGEN,0.7257
0.165,0.3994,64,-0.8167,0.58,ECLERX,0.7543
-0.0647,0.3032,51,-0.8168,0.58,NIVABUPA,0.76
-0.0428,0.3113,53,-0.8169,0.58,BSE,0.7543
-0.0124,0.3195,58,-0.818,0.58,ZOTA,0.7069
0.1406,0.4369,30,-0.8194,0.58,SWANDEF,0.8506
-0.0022,0.34,48,-0.8194,0.52,SYRMA,0.8286
-0.0161,0.3069,66,-0.8196,0.58,FIVESTAR,0.7471
0.049,0.3543,57,-0.8215,0.58,BORORENEW,0.7386
0.1374,0.3871,64,-0.8217,0.58,ROHLTD,0.7746
-0.0278,0.3223,52,-0.8218,0.56,ASHOKAMET,0.8046
-0.0029,0.3319,55,-0.8229,0.58,NAUKRI,0.75
0.0992,0.3786,58,-0.8229,0.58,PRAKASH,0.7443
0.0219,0.3561,47,-0.8238,0.58,CPPLUS,0.8125
0.1648,0.3971,68,-0.8247,0.54,PRECWIRE,0.7989
-0.0448,0.3106,55,-0.8249,0.58,WORTHPERI,0.8324
0.0433,0.3576,53,-0.8252,0.58,PAR,0.7977
0.2518,0.4483,63,-0.8259,0.58,SAMBHAAV,0.7701
0.0046,0.3309,59,-0.8267,0.58,SUDARCOLOR,0.7529
0.1743,0.4139,60,-0.8269,0.58,IL&FSTRANS,0.7514
0.0933,0.3506,76,-0.8275,0.58,DPWIRES,0.7283
-0.0206,0.3352,48,-0.8281,0.56,LGBBROSLTD,0.7829
0.0811,0.3832,50,-0.8281,0.58,TINNARUBR,0.7429
0.2994,0.4575,74,-0.8282,0.54,VIVIDHA,0.6897
-0.0525,0.3081,56,-0.8287,0.58,RPGLIFE,0.7714
0.084,0.3674,62,-0.829,0.56,ORIENTLTD,0.7759
-0.03,0.322,54,-0.8292,0.56,GANESHHOU,0.7644
0.019,0.3514,51,-0.8311,0.58,RAMANEWS,0.7977
0.0085,0.3595,42,-0.8311,0.56,COMPUSOFT,0.7931
0.0415,0.3547,57,-0.8317,0.58,AMNPLST,0.7356
0.0598,0.3578,62,-0.832,0.58,VRAJ,0.7216
-0.0086,0.3362,53,-0.8324,0.58,ASTRAL,0.7771
-0.002,0.3425,51,-0.8326,0.58,KSB,0.76
0.4789,0.5773,56,-0.8366,0.58,ASMS,0.7586
0.0025,0.356,44,-0.8366,0.56,THEJO,0.7572
0.1317,0.3923,64,-0.8367,0.56,ESSARSHPNG,0.7471
-0.0554,0.3417,34,-0.837,0.58,IMPEXFERRO,0.815
0.0605,0.4012,34,-0.8391,0.58,GAYAPROJ,0.8971
0.3061,0.4786,66,-0.8396,0.58,SOUTHWEST,0.7943
0.1559,0.4265,50,-0.8399,0.58,BALAJITELE,0.7429
0.0276,0.3331,70,-0.841,0.58,BSL,0.7399
0.0767,0.384,53,-0.842,0.56,KRN,0.767
0.3109,0.4793,68,-0.842,0.58,PVSL,0.7771
0.0196,0.3446,60,-0.8431,0.58,SIGIND,0.815
-0.054,0.3202,52,-0.8437,0.58,PHOENIXLTD,0.7471
0.2111,0.4466,57,-0.845,0.58,DEEDEV,0.8343
0.094,0.4127,40,-0.8451,0.58,MOTISONS,0.7557
0.0293,0.3368,70,-0.8454,0.58,MODIRUBBER,0.7759
-0.0547,0.3079,62,-0.8475,0.58,ABSLAMC,0.7657
0.0531,0.379,50,-0.8478,0.56,SMARTLINK,0.8171
-0.0104,0.3407,55,-0.8481,0.54,PREMIERENE,0.7898
0.0907,0.3857,58,-0.8484,0.58,JASH,0.815
0.0533,0.3515,69,-0.8491,0.56,DCM,0.7283
-0.0458,0.3329,48,-0.8495,0.58,CENTURYPLY,0.7644
-0.0267,0.323,62,-0.8498,0.58,GENCON,0.8229
0.0221,0.3579,55,-0.85,0.58,EUREKAFORB,0.6932
-0.0139,0.3324,60,-0.8501,0.58,LTFOODS,0.8
-0.0474,0.3258,53,-0.8504,0.58,NATCOPHARM,0.7314
-0.023,0.3271,61,-0.8514,0.58,BLAL,0.7429
-0.0455,0.3213,58,-0.8548,0.58,MUTHOOTCAP,0.7471
0.0344,0.3587,60,-0.8553,0.58,GHCLTEXTIL,0.7989
0.1363,0.4255,50,-0.8567,0.58,ZUARI,0.7102
0.0454,0.3397,78,-0.8594,0.58,ZENITHEXPO,0.7341
0.2817,0.4827,62,-0.8598,0.58,QUICKHEAL,0.7273
0.1257,0.3967,67,-0.8602,0.58,SASKEN,0.7126
0.053,0.3796,54,-0.8604,0.58,TRF,0.7943
-0.0224,0.3336,60,-0.8611,0.58,INOXGREEN,0.76
0.0348,0.38,48,-0.8616,0.56,CEMPRO,0.733
0.1436,0.4132,63,-0.8617,0.58,ABREL,0.7443
-0.0049,0.3347,66,-0.8628,0.58,CUMMINSIND,0.7886
0.1058,0.402,58,-0.8631,0.58,HCL-INSYS,0.7386
0.0872,0.3854,63,-0.8645,0.58,AFFORDABLE,0.7471
0.0078,0.3628,52,-0.8655,0.58,SKYGOLD,0.8125
-0.0561,0.3306,52,-0.8659,0.58,TATACOMM,0.76
0.0284,0.3635,58,-0.8663,0.58,VHLTD,0.8382
0.2049,0.4473,62,-0.8669,0.58,LAXMIINDIA,0.7371
0.0677,0.3751,64,-0.8675,0.58,HLVLTD,0.7168
-0.02,0.3418,58,-0.8683,0.56,UNOMINDA,0.7898
0.0852,0.3932,59,-0.8688,0.58,ZEEL,0.7443
0.0033,0.3537,58,-0.8717,0.58,SURANAT&P,0.7572
0.0361,0.3587,67,-0.8717,0.52,UNICHEMLAB,0.6989
0.0333,0.3643,62,-0.8724,0.58,HLEGLAS,0.7486
0.142,0.4136,66,-0.8727,0.58,JSFB,0.7614
0.1207,0.4171,56,-0.8727,0.58,DBEIL,0.7159
0.1355,0.4099,66,-0.8729,0.58,HUBTOWN,0.7314
0.0556,0.3746,63,-0.8735,0.56,ZEELEARN,0.7486
0.1231,0.4084,63,-0.8736,0.58,GTLINFRA,0.7086
-0.0129,0.3709,42,-0.8748,0.58,BLUESTONE,0.7486
0.1565,0.4165,70,-0.8754,0.56,ALMONDZ,0.7727
0.1113,0.433,42,-0.876,0.58,GOYALALUM,0.8324
0.0771,0.3641,79,-0.8769,0.58,FINOPB,0.72
0.1479,0.4425,49,-0.8771,0.52,PNCINFRA,0.7314
0.0125,0.3587,60,-0.8783,0.58,PATINTLOG,0.7341
0.0782,0.3791,70,-0.8811,0.56,CORALFINAC,0.8103
0.1308,0.413,65,-0.883,0.58,MADHUCON,0.7399
-0.0519,0.3342,57,-0.8831,0.56,TRITURBINE,0.72
0.1001,0.4069,59,-0.8842,0.58,PRECOT,0.7861
0.1633,0.4171,74,-0.8849,0.58,NEXTMEDIA,0.7399
0.0241,0.3859,48,-0.8856,0.58,AYMSYNTEX,0.8103
-0.052,0.3175,70,-0.8859,0.58,SANDUMA,0.7216
0.0861,0.4022,58,-0.886,0.58,IL&FSENGG,0.7919
-0.0784,0.3163,61,-0.8862,0.58,MEGASTAR,0.8333
0.0321,0.3703,62,-0.8877,0.52,DEN,0.7457
0.0576,0.3962,54,-0.8891,0.58,DYCL,0.8057
0.0782,0.4035,56,-0.8897,0.58,CPCAP,0.7644
0.0223,0.3817,52,-0.8898,0.58,RHFL,0.7143
0.1257,0.4109,67,-0.8898,0.56,SOMATEX,0.6994
-0.0823,0.3401,45,-0.8904,0.58,TECHM,0.7386
0.0512,0.3887,58,-0.8909,0.58,SOLARA,0.7784
0.0587,0.3983,54,-0.8923,0.58,KERNEX,0.7943
-0.0561,0.3502,48,-0.8928,0.58,NATIONALUM,0.7557
-0.0375,0.3535,52,-0.8931,0.58,MUKANDLTD,0.7486
-0.0294,0.3484,58,-0.8939,0.58,GEECEE,0.7746
-0.0484,0.3281,66,-0.8953,0.58,DANGEE,0.7457
0.0677,0.4093,50,-0.8955,0.58,TIRUPATIFL,0.8266
-0.0756,0.3216,62,-0.896,0.56,HCG,0.7371
0.0317,0.3894,52,-0.8966,0.58,DJML,0.8563
-0.0754,0.3031,74,-0.8967,0.56,STEELCITY,0.7442
-0.0062,0.3743,50,-0.8985,0.56,INDOTECH,0.7816
-0.0544,0.3625,42,-0.9,0.58,PRUDENT,0.7471
0.0778,0.4123,54,-0.901,0.58,AAVAS,0.7429
-0.0373,0.3733,41,-0.9011,0.58,DCMSHRIRAM,0.7257
