Ann. Return,Max DD,Turnover,Fitness,Threshold,Ticker,Accuracy
0.2187,0.182,60,-0.3168,0.58,MIDHANI,0.8171
0.0658,0.116,53,-0.3168,0.58,BRITANNIA,0.767
0.0781,0.1393,41,-0.3175,0.58,JLHL,0.8514
0.1774,0.1677,56,-0.3181,0.56,NFL,0.76
0.038,0.1267,36,-0.3183,0.58,INNOVACAP,0.8686
0.1766,0.1695,55,-0.3186,0.56,TATAINVEST,0.7386
0.3761,0.2776,49,-0.3199,0.58,ONMOBILE,0.7989
0.3082,0.2345,56,-0.32,0.58,SPARC,0.7614
0.1073,0.1289,59,-0.3201,0.58,GICHSGFIN,0.7874
0.0427,0.1163,46,-0.3206,0.58,INGERRAND,0.8011
-0.0053,0.1187,27,-0.3208,0.58,BANARISUG,0.8439
0.3393,0.2356,66,-0.3216,0.58,OAL,0.8161
0.2331,0.1897,61,-0.3217,0.58,SAGCEM,0.7989
0.2406,0.2004,57,-0.3221,0.58,SONATSOFTW,0.6989
0.1106,0.1396,54,-0.3221,0.58,TITAGARH,0.7557
0.0501,0.102,59,-0.3225,0.58,VEEDOL,0.7714
0.066,0.1205,52,-0.3227,0.58,INDUSINDBK,0.8125
0.118,0.155,46,-0.3234,0.58,ACCELYA,0.8514
0.672,0.4234,52,-0.3235,0.56,SEPC,0.7257
0.0851,0.1297,52,-0.3237,0.56,TTKHLTCARE,0.7816
0.0547,0.1024,61,-0.3244,0.58,ABBOTINDIA,0.8171
0.0865,0.137,48,-0.3246,0.58,POWERINDIA,0.8286
0.1865,0.1642,64,-0.3248,0.54,ACE,0.7829
0.1241,0.1565,48,-0.3253,0.56,ADANIENT,0.8125
0.1105,0.1382,56,-0.3259,0.56,SBFC,0.76
0.2775,0.2156,60,-0.3261,0.58,SURAJLTD,0.7701
0.1119,0.1486,49,-0.3262,0.52,NSIL,0.7529
0.113,0.151,48,-0.3269,0.58,STARCEMENT,0.7701
0.1016,0.1372,54,-0.327,0.58,GATEWAY,0.76
0.2232,0.2029,51,-0.3275,0.58,TEJASNET,0.7557
0.2531,0.2118,55,-0.3276,0.58,ROSSARI,0.7143
0.2855,0.229,54,-0.3276,0.58,SMSPHARMA,0.8218
0.2145,0.1878,58,-0.3278,0.58,PURVA,0.7759
0.2364,0.2089,51,-0.3279,0.58,NAHARINDUS,0.7644
0.1186,0.1576,46,-0.328,0.58,CEIGALL,0.8457
0.3303,0.2591,49,-0.3288,0.58,AUTOIND,0.8391
0.2367,0.2317,36,-0.3302,0.58,KRISHIVAL,0.8506
0.2584,0.2115,58,-0.3303,0.58,UTTAMSUGAR,0.7429
0.139,0.1605,52,-0.3305,0.58,APLLTD,0.8114
0.0138,0.097,53,-0.3308,0.56,KOTAKBANK,0.8068
0.2683,0.2047,67,-0.3314,0.58,DBREALTY,0.7386
0.1175,0.1538,49,-0.3317,0.58,KICL,0.8092
0.1374,0.1598,53,-0.3335,0.58,DEEPAKFERT,0.8114
0.2242,0.2152,45,-0.3349,0.58,ESCORTS,0.7486
0.4258,0.3038,53,-0.335,0.58,MCLEODRUSS,0.7688
0.3119,0.2744,34,-0.3351,0.58,VIJIFIN,0.8902
0.1875,0.1838,54,-0.3353,0.58,20MICRONS,0.7126
0.0895,0.1356,53,-0.3357,0.58,HONAUT,0.7616
0.1789,0.1688,62,-0.3368,0.58,POWERMECH,0.7989
0.3127,0.2453,56,-0.3369,0.58,MRPL,0.8125
0.2381,0.1962,64,-0.3371,0.58,GARUDA,0.7486
0.2172,0.2108,47,-0.3379,0.58,PGEL,0.7727
0.0644,0.1412,42,-0.3379,0.58,AXISBANK,0.8
0.1039,0.1493,50,-0.3384,0.52,AKUMS,0.8391
0.1747,0.1816,52,-0.3387,0.56,ALLDIGI,0.8092
0.0512,0.1247,49,-0.339,0.58,GEOJITFSL,0.8276
0.2481,0.224,49,-0.3391,0.58,HFCL,0.8409
0.1498,0.1888,39,-0.3393,0.58,SHK,0.72
0.0665,0.1247,55,-0.3393,0.58,HYUNDAI,0.7841
0.1085,0.1554,48,-0.3393,0.54,HAL,0.8171
0.0562,0.1382,42,-0.3395,0.58,HEIDELBERG,0.7727
0.1392,0.1544,60,-0.34,0.56,TIMETECHNO,0.7557
0.1948,0.1864,56,-0.34,0.58,NBIFIN,0.7977
0.0586,0.1225,54,-0.3406,0.58,HINDALCO,0.7771
0.2223,0.2148,47,-0.3415,0.58,BLBLIMITED,0.8514
0.0893,0.1355,56,-0.3417,0.54,LICHSGFIN,0.7771
0.132,0.1783,41,-0.3417,0.58,GNA,0.8343
0.1037,0.1613,43,-0.3418,0.58,BLUEDART,0.7829
0.2575,0.2344,46,-0.3428,0.58,DOLPHIN,0.84
0.2863,0.2367,54,-0.3432,0.58,MVGJL,0.7514
0.1632,0.1772,53,-0.3434,0.58,INDIANHUME,0.7299
0.0928,0.1219,67,-0.3435,0.58,PFIZER,0.7989
0.1604,0.1721,56,-0.3437,0.56,GOCLCORP,0.8057
0.0848,0.133,57,-0.3442,0.58,BBTC,0.7143
0.1389,0.184,40,-0.3446,0.58,CONSOFINVT,0.8555
0.4075,0.3046,50,-0.3446,0.56,EMSLIMITED,0.7486
0.1934,0.1824,61,-0.3447,0.58,VAKRANGEE,0.767
0.1524,0.1698,55,-0.3453,0.58,WENDT,0.7644
0.0578,0.1391,44,-0.3454,0.58,HDBFS,0.767
0.0985,0.1373,59,-0.3456,0.56,LINDEINDIA,0.8103
0.3603,0.269,59,-0.3464,0.58,REGAAL,0.8343
0.0753,0.1403,49,-0.347,0.52,SWARAJENG,0.7399
0.2144,0.2094,50,-0.3471,0.58,EVEREADY,0.8286
0.1734,0.1891,50,-0.3476,0.58,KOPRAN,0.7943
0.2322,0.2153,52,-0.3477,0.58,ABDL,0.7759
0.1164,0.1636,48,-0.3479,0.56,GRAPHITE,0.8
0.1105,0.1394,63,-0.3482,0.56,BIRLACORPN,0.7543
0.1371,0.1481,67,-0.3494,0.58,HDFCLIFE,0.7443
0.2871,0.2379,56,-0.3496,0.56,VENUSPIPES,0.8161
0.1455,0.1757,50,-0.3497,0.58,WONDERLA,0.8391
0.2043,0.2071,49,-0.3498,0.58,LLOYDSENGG,0.76
0.1183,0.1605,52,-0.3504,0.58,LLOYDSME,0.7841
0.262,0.2821,17,-0.3508,0.52,NEUEON,0.8114
0.6304,0.4116,56,-0.3519,0.58,ASHAPURMIN,0.7784
0.1323,0.1784,45,-0.3523,0.58,ASHOKLEY,0.7841
0.2247,0.2325,39,-0.3524,0.58,3IINFOLTD,0.8218
0.1128,0.1533,56,-0.3528,0.58,GNFC,0.7784
0.1138,0.1623,50,-0.3537,0.58,ENGINERSIN,0.7943
0.1557,0.1747,56,-0.3537,0.58,BLUESTARCO,0.8
0.1527,0.181,51,-0.3551,0.58,JKIL,0.8
0.1626,0.1777,57,-0.3557,0.58,ORIENTCEM,0.7657
0.103,0.1441,60,-0.3558,0.56,AMBUJACEM,0.767
0.1902,0.2105,44,-0.3558,0.58,SGFIN,0.8409
0.0964,0.1615,45,-0.356,0.58,BALKRISIND,0.7874
0.0884,0.16,44,-0.3566,0.58,AZAD,0.7955
0.4011,0.2813,70,-0.3604,0.58,VIKRAN,0.7443
0.3398,0.2701,56,-0.3604,0.58,PARAS,0.8171
0.1578,0.1731,60,-0.3607,0.58,VESUVIUS,0.7759
0.161,0.1856,53,-0.3616,0.58,GROBTEA,0.7829
0.2144,0.2213,47,-0.3617,0.58,PRESTIGE,0.8068
0.2261,0.2207,51,-0.3618,0.58,AMDIND,0.8161
0.2583,0.2215,62,-0.3619,0.58,MUKKA,0.8
0.1223,0.1537,62,-0.3622,0.54,SARDAEN,0.7886
0.0228,0.1386,38,-0.3623,0.58,TITAN,0.875
0.3992,0.3062,52,-0.3626,0.58,RESPONIND,0.6494
0.2596,0.2324,55,-0.3633,0.58,OLECTRA,0.7529
0.1447,0.186,48,-0.3636,0.56,BHEL,0.8239
0.1048,0.1615,51,-0.3639,0.58,HAVELLS,0.7771
0.4521,0.2953,79,-0.3642,0.56,CHEMPLASTS,0.6914
0.1741,0.1801,63,-0.3651,0.58,JUBLFOOD,0.7727
0.137,0.1877,44,-0.3655,0.58,SMCGLOBAL,0.8555
0.5876,0.4155,43,-0.3669,0.54,PALREDTEC,0.7931
0.2783,0.2412,57,-0.3671,0.58,AHLUCONT,0.7657
0.0584,0.1219,64,-0.3671,0.58,INDUSTOWER,0.7557
0.2417,0.2317,51,-0.3674,0.58,VOLTAS,0.7771
0.1592,0.1696,66,-0.3674,0.58,AGIIL,0.7614
0.2288,0.2221,53,-0.3677,0.56,KSCL,0.7356
0.1962,0.2078,52,-0.368,0.56,ARKADE,0.7886
0.2058,0.2131,52,-0.3689,0.58,AWL,0.7086
0.1578,0.1855,54,-0.3693,0.58,ONWARDTEC,0.8035
0.1321,0.1722,55,-0.3695,0.58,DDEVPLSTIK,0.7543
0.1792,0.2079,46,-0.3695,0.56,RAJRILTD,0.7919
0.0131,0.1207,50,-0.3712,0.58,VTL,0.8343
0.2057,0.2033,60,-0.3714,0.58,NDL,0.7614
0.1803,0.1979,54,-0.3717,0.58,JINDALPHOT,0.7746
0.2929,0.2496,58,-0.3721,0.58,SUNCLAY,0.7714
0.2574,0.2349,56,-0.3724,0.54,ANGELONE,0.7943
0.2935,0.2511,57,-0.3724,0.58,DCAL,0.7529
0.0916,0.1481,59,-0.3733,0.58,AARTIIND,0.7771
0.1885,0.2015,55,-0.3735,0.58,HINDCOMPOS,0.7514
0.2087,0.2138,54,-0.3741,0.58,EXPLEOSOL,0.7759
0.0736,0.1375,61,-0.3747,0.58,IREDA,0.7443
0.2911,0.2406,65,-0.3748,0.58,RELTD,0.75
0.2494,0.2458,46,-0.3751,0.58,RUBYMILLS,0.8382
0.2071,0.1917,70,-0.3752,0.52,BEPL,0.7784
0.1865,0.2021,55,-0.3757,0.58,VAIBHAVGBL,0.7471
0.0257,0.1408,42,-0.3765,0.58,LAURUSLABS,0.8391
0.0915,0.136,69,-0.3766,0.5,IOB,0.7557
0.1968,0.1976,63,-0.3773,0.58,INDBANK,0.7727
0.124,0.1757,53,-0.378,0.58,BPCL,0.7727
0.1986,0.2028,60,-0.3784,0.56,NSLNISP,0.7829
0.2813,0.25,56,-0.3788,0.58,BEARDSELL,0.7886
0.1589,0.1808,61,-0.379,0.56,GFLLIMITED,0.7803
0.1823,0.203,54,-0.3798,0.58,NESCO,0.7977
0.0925,0.1595,54,-0.3798,0.58,MOREPENLAB,0.7955
0.2066,0.2278,46,-0.3805,0.58,AVALON,0.8514
0.2142,0.2172,56,-0.3812,0.58,PAKKA,0.7644
0.226,0.2236,56,-0.3812,0.56,SKIPPER,0.7943
0.108,0.1889,39,-0.3812,0.58,RRKABEL,0.8
0.0395,0.1315,55,-0.3816,0.56,CENTENKA,0.8103
0.0709,0.1307,67,-0.3818,0.54,CHAMBLFERT,0.76
0.1103,0.1809,46,-0.3821,0.58,KARURVYSYA,0.8239
0.345,0.2813,58,-0.3824,0.56,JINDWORLD,0.7955
0.1602,0.1847,61,-0.3825,0.58,WAAREERTL,0.7386
0.0957,0.1701,49,-0.3836,0.52,EXIDEIND,0.7727
0.1933,0.2127,53,-0.3836,0.58,RAMCOIND,0.7886
0.1921,0.2193,48,-0.3836,0.56,CROMPTON,0.7714
0.403,0.3027,64,-0.3852,0.58,JUBLCPL,0.8171
0.1978,0.2102,57,-0.3855,0.58,KPIGREEN,0.7429
0.1355,0.1777,58,-0.3856,0.56,VARDHACRLC,0.7714
0.1084,0.1434,73,-0.3869,0.56,RITES,0.7371
0.2177,0.2147,62,-0.388,0.58,PARAGMILK,0.7386
0.0919,0.1615,55,-0.3882,0.58,ICICIPRULI,0.7371
0.2268,0.219,62,-0.3884,0.56,FACT,0.7657
0.1469,0.1782,63,-0.3884,0.58,ABFRL,0.7102
0.3878,0.3041,59,-0.3891,0.56,WAAREEINDO,0.7086
0.1991,0.2122,58,-0.39,0.58,ASAL,0.7443
0.0906,0.1658,52,-0.3905,0.56,AUROPHARMA,0.8621
0.2959,0.2519,64,-0.3908,0.56,RAJRATAN,0.7943
0.1454,0.161,75,-0.3909,0.58,RAILTEL,0.7314
0.198,0.2159,55,-0.391,0.58,MUTHOOTMF,0.7771
0.0944,0.166,54,-0.3911,0.58,DHAMPURSUG,0.7898
0.1205,0.1837,50,-0.3913,0.58,UCAL,0.8092
0.0731,0.17,44,-0.392,0.58,HAPPYFORGE,0.8125
0.1616,0.2026,52,-0.3921,0.56,AARTIDRUGS,0.8229
0.0613,0.1593,47,-0.3922,0.58,PTCIL,0.7759
0.1226,0.1717,60,-0.3923,0.58,SESHAPAPER,0.8171
0.1763,0.2187,46,-0.3927,0.58,PAYTM,0.8229
0.0961,0.1659,55,-0.3927,0.56,IRFC,0.7429
0.1021,0.1762,50,-0.3931,0.54,SETL,0.84
0.1702,0.2079,52,-0.3933,0.58,CARYSIL,0.7955
0.2345,0.2163,69,-0.3941,0.56,KEC,0.6989
0.0061,0.1462,38,-0.3949,0.58,GRASIM,0.8514
0.2444,0.2411,55,-0.3949,0.56,DISHTV,0.7029
0.4118,0.303,70,-0.3954,0.58,HECPROJECT,0.7816
0.1146,0.1901,46,-0.3963,0.52,QUESS,0.8125
0.3048,0.2763,52,-0.3964,0.58,INDIAGLYCO,0.7714
0.2555,0.2457,56,-0.3967,0.54,AKG,0.8276
0.2673,0.248,59,-0.3972,0.52,TPLPLASTEH,0.7657
0.0345,0.1571,41,-0.3975,0.58,TEXINFRA,0.8161
0.0482,0.1637,42,-0.3986,0.58,ONGC,0.7727
0.0336,0.1622,38,-0.3988,0.58,CONCOR,0.7955
0.166,0.2086,52,-0.399,0.56,MCLOUD,0.7443
0.3191,0.2805,55,-0.3991,0.56,MANINDS,0.8114
0.224,0.226,60,-0.3994,0.58,OSWALGREEN,0.7886
0.0324,0.1393,54,-0.3997,0.58,EMCURE,0.8125
0.1867,0.2221,50,-0.4003,0.58,AEGISLOG,0.8057
0.5737,0.4318,39,-0.4019,0.58,VIPULLTD,0.7931
0.0706,0.1795,40,-0.4021,0.58,VSTIND,0.75
0.234,0.2377,56,-0.4023,0.58,KAMATHOTEL,0.8218
0.2148,0.2334,52,-0.4024,0.58,KANPRPLA,0.8266
0.0833,0.1873,39,-0.4028,0.58,LODHA,0.7657
0.2473,0.249,54,-0.4041,0.56,BAJAJHCARE,0.75
0.1838,0.2129,57,-0.4048,0.58,JTEKTINDIA,0.7657
0.077,0.171,49,-0.4049,0.58,SHRIRAMFIN,0.8057
0.1328,0.1676,71,-0.4052,0.58,JIOFIN,0.7714
0.1028,0.179,52,-0.4054,0.58,JAYSREETEA,0.7803
0.21,0.2383,49,-0.4058,0.58,KEI,0.8466
0.2732,0.2696,49,-0.4061,0.58,SPANDANA,0.7829
0.5789,0.4218,49,-0.4064,0.58,IITL,0.815
0.1116,0.1656,66,-0.407,0.58,SAGILITY,0.7955
0.1464,0.191,60,-0.407,0.56,EMIL,0.8114
0.1681,0.2015,60,-0.4073,0.5,SPORTKING,0.8103
0.135,0.199,50,-0.4075,0.58,SCPL,0.8671
0.0814,0.1707,52,-0.4077,0.58,GILLETTE,0.7841
0.4732,0.3777,44,-0.4079,0.58,REMSONSIND,0.7486
0.2748,0.2449,68,-0.4082,0.58,RAJOOENG,0.7784
0.232,0.2303,63,-0.4085,0.58,SHALBY,0.8
0.1046,0.1647,64,-0.4086,0.5,STOVEKRAFT,0.7874
0.185,0.2083,62,-0.4087,0.58,OSWALAGRO,0.76
0.2051,0.2294,54,-0.4089,0.58,PASUPTAC,0.8161
0.3471,0.3019,53,-0.409,0.58,TARMAT,0.8333
0.3213,0.2876,54,-0.4091,0.52,GUJENERGY,0.7299
0.1818,0.2006,66,-0.4091,0.56,NATHBIOGEN,0.7989
0.277,0.2544,62,-0.41,0.56,VARDMNPOLY,0.8046
0.0984,0.1816,51,-0.4105,0.56,PPLPHARMA,0.7771
0.1969,0.2142,62,-0.4107,0.58,SAFARI,0.7977
0.1421,0.1886,61,-0.4114,0.56,IGPL,0.8035
0.4629,0.3412,66,-0.4114,0.56,SPLIL,0.7733
0.0421,0.1782,34,-0.4114,0.58,AHLWEST,0.9086
0.1688,0.2219,48,-0.4121,0.58,ADOR,0.8057
0.151,0.2014,56,-0.4128,0.58,WESTLIFE,0.8276
0.0606,0.1779,41,-0.4131,0.58,NILKAMAL,0.7931
0.1331,0.1961,54,-0.4134,0.58,GOODLUCK,0.8229
0.117,0.1831,58,-0.414,0.58,DCBBANK,0.8125
0.1027,0.1929,46,-0.4144,0.56,NAVINFLUOR,0.8514
0.0786,0.1866,42,-0.4145,0.58,ANURAS,0.8457
0.3984,0.328,55,-0.4146,0.58,RSYSTEMS,0.7543
0.0852,0.1704,56,-0.4146,0.56,KSL,0.7955
0.0314,0.1257,67,-0.4147,0.58,FINPIPE,0.7733
0.1967,0.232,52,-0.4149,0.56,TALBROAUTO,0.8239
0.0623,0.1702,48,-0.4152,0.56,GLAXO,0.7829
0.1823,0.2074,64,-0.4154,0.58,GPPL,0.7886
0.1203,0.1818,60,-0.4157,0.54,FOSECOIND,0.7816
0.1825,0.2122,61,-0.4162,0.58,IRCTC,0.7657
0.1056,0.1812,56,-0.4168,0.58,GODREJIND,0.7714
0.0446,0.1585,50,-0.417,0.58,AVTNPL,0.8208
0.3985,0.3342,51,-0.4174,0.54,ARIHANTSUP,0.7572
0.2002,0.2284,56,-0.4174,0.58,GOACARBON,0.7471
0.1679,0.2107,58,-0.4183,0.58,JBMA,0.75
0.2539,0.2528,58,-0.4183,0.58,ZIMLAB,0.8276
0.1301,0.1976,54,-0.4185,0.56,ANDHRSUGAR,0.8068
0.0794,0.1919,40,-0.4186,0.58,IPCALAB,0.8514
0.0731,0.1769,48,-0.4187,0.58,VSSL,0.8448
0.1841,0.2126,62,-0.4192,0.58,ASAHISONG,0.8333
0.2125,0.2509,46,-0.42,0.56,JTLIND,0.8409
0.1632,0.201,64,-0.4216,0.58,TAJGVK,0.7714
0.0698,0.1748,50,-0.4218,0.52,IDEA,0.7216
0.186,0.2068,69,-0.4248,0.58,FIEMIND,0.7543
0.0234,0.1586,46,-0.4253,0.56,STARHEALTH,0.8229
0.3946,0.3176,64,-0.4255,0.58,TREJHARA,0.711
0.0205,0.1606,44,-0.4257,0.58,TORNTPHARM,0.8466
0.0994,0.1831,56,-0.426,0.58,BALRAMCHIN,0.8466
0.0922,0.1882,50,-0.4262,0.58,NLCINDIA,0.8466
0.1808,0.2211,57,-0.4262,0.58,FAIRCHEMOR,0.7688
0.2256,0.2259,70,-0.4263,0.58,KALAMANDIR,0.72
0.1316,0.2215,40,-0.4264,0.58,RPEL,0.8276
0.1108,0.2025,46,-0.4264,0.56,ALIVUS,0.8621
0.2246,0.2499,53,-0.4267,0.58,HARRMALAYA,0.8171
0.0995,0.1892,52,-0.4267,0.58,TRAVELFOOD,0.8182
0.2619,0.2558,62,-0.4268,0.58,KOKUYOCMLN,0.7943
0.0682,0.1628,59,-0.427,0.58,PRINCEPIPE,0.7356
0.1369,0.2052,54,-0.427,0.58,VBL,0.75
0.3961,0.3316,56,-0.427,0.58,KESORAMIND,0.7429
0.1034,0.1957,49,-0.4271,0.54,RALLIS,0.7386
0.2696,0.2531,66,-0.4274,0.58,PKTEA,0.7514
0.3601,0.2969,68,-0.4279,0.54,GOKEX,0.76
0.211,0.2083,78,-0.4284,0.56,STCINDIA,0.7371
0.0879,0.1843,52,-0.4285,0.58,MUFIN,0.8466
0.6792,0.4842,49,-0.4291,0.58,IFBAGRO,0.7543
0.0334,0.1552,53,-0.4292,0.58,PAGEIND,0.7471
0.1517,0.2212,48,-0.4294,0.58,RISHABH,0.8266
0.0222,0.1593,28,-0.4296,0.58,KENNAMET,0.819
0.2061,0.2475,49,-0.4296,0.58,BIRLAMONEY,0.8161
0.2122,0.2628,41,-0.4298,0.56,JYOTICNC,0.8182
0.1526,0.2081,58,-0.4302,0.58,GULFPETRO,0.8046
0.2802,0.2841,50,-0.4326,0.58,NAHARCAP,0.8382
0.0376,0.1629,50,-0.4328,0.58,ARIES,0.8382
0.1762,0.2235,57,-0.4328,0.58,CEATLTD,0.7841
0.1304,0.2116,49,-0.4328,0.58,GULPOLY,0.72
0.2995,0.2735,66,-0.435,0.58,MOBIKWIK,0.7216
0.0316,0.1639,49,-0.4354,0.58,PVRINOX,0.8125
0.2957,0.2965,48,-0.436,0.58,MPSLTD,0.815
-0.0086,0.1495,45,-0.4363,0.58,EICHERMOT,0.8171
0.1537,0.2146,56,-0.4365,0.58,MANBA,0.8391
0.0537,0.1599,60,-0.4365,0.58,ALEMBICLTD,0.7443
0.2775,0.2851,50,-0.4372,0.58,HALEOSLABS,0.8728
0.2363,0.2568,56,-0.4374,0.58,TARSONS,0.8286
0.196,0.2242,64,-0.4375,0.56,ACL,0.7457
0.0826,0.1883,50,-0.4377,0.58,STARTECK,0.7586
0.1866,0.2385,52,-0.4381,0.56,INOXWIND,0.6818
0.2295,0.2356,69,-0.4388,0.58,JYOTISTRUC,0.7257
0.2853,0.2581,72,-0.439,0.58,MALLCOM,0.7746
0.0437,0.177,45,-0.4395,0.56,AUTOAXLES,0.7701
0.3671,0.3105,64,-0.4399,0.54,AGARIND,0.6977
0.34,0.31,56,-0.4399,0.56,STANLEY,0.7371
0.1929,0.2417,52,-0.4399,0.54,RELCHEMQ,0.8218
0.0481,0.169,53,-0.4405,0.58,M&M,0.7614
0.3084,0.2822,64,-0.4409,0.56,BALAXI,0.7688
0.0259,0.1693,45,-0.4413,0.58,BHARATFORG,0.8514
0.1378,0.2005,62,-0.4414,0.58,DALBHARAT,0.8161
0.3091,0.2774,68,-0.4423,0.58,ARCHIES,0.8092
0.1222,0.2166,46,-0.4424,0.58,VIJAYA,0.8571
0.0551,0.1892,42,-0.4426,0.58,MAHABANK,0.8466
0.1779,0.2165,66,-0.4427,0.58,EIEL,0.7159
0.2278,0.2538,57,-0.4428,0.58,STEL,0.8057
0.3511,0.2972,70,-0.4433,0.52,VIKASECO,0.7371
0.1176,0.1934,61,-0.4435,0.56,INDIAMART,0.8
0.0581,0.1799,50,-0.4437,0.56,NTPC,0.8011
0.2572,0.2643,61,-0.4447,0.58,ADSL,0.7159
0.1045,0.203,50,-0.4451,0.58,CYBERTECH,0.7759
0.0682,0.1796,54,-0.4452,0.58,EPL,0.8229
0.1026,0.1903,59,-0.4456,0.58,DABUR,0.75
0.0664,0.2245,22,-0.4459,0.58,SANGINITA,0.9023
0.0929,0.1911,55,-0.4465,0.58,MAZDOCK,0.7543
0.1895,0.2373,57,-0.4469,0.52,ITCHOTELS,0.75
0.0468,0.1783,48,-0.447,0.56,BANCOINDIA,0.7771
0.4266,0.3486,62,-0.4477,0.58,PENINLAND,0.7314
0.2031,0.2512,52,-0.4487,0.58,OMINFRAL,0.7644
0.1119,0.2182,43,-0.4489,0.56,GRINDWELL,0.7919
0.1614,0.2142,63,-0.4491,0.58,AARTISURF,0.8035
0.1542,0.2272,52,-0.4496,0.58,BILVYAPAR,0.7529
0.0761,0.1941,48,-0.45,0.58,INDIQUBE,0.7931
0.0662,0.1972,42,-0.4502,0.58,MANGLMCEM,0.843
0.1759,0.2364,54,-0.4503,0.54,GANDHAR,0.8125
0.2836,0.3004,46,-0.4503,0.58,EIFFL,0.8035
0.272,0.2693,64,-0.4504,0.52,MGEL,0.8276
0.3304,0.2763,80,-0.4507,0.58,KAYA,0.7886
0.1006,0.1891,61,-0.4508,0.58,PSB,0.7898
0.4146,0.3679,45,-0.4513,0.5,ISFT,0.7688
0.1353,0.2181,53,-0.4516,0.58,M&MFIN,0.7614
0.2974,0.3121,44,-0.4526,0.56,NARMADA,0.7886
0.2367,0.2558,62,-0.4531,0.56,TARC,0.7586
0.0797,0.1926,52,-0.4533,0.58,GAEL,0.8239
0.0602,0.1825,52,-0.4543,0.58,SUPERHOUSE,0.7931
0.1186,0.2164,49,-0.4543,0.58,MAHLOG,0.7771
0.41,0.3552,54,-0.4546,0.58,KECL,0.7657
0.0354,0.1878,40,-0.4551,0.58,AJANTPHARM,0.7701
0.1733,0.2501,45,-0.4554,0.58,PREMEXPLN,0.7371
0.0157,0.1615,52,-0.4559,0.58,POWERGRID,0.7829
0.2846,0.2812,62,-0.4559,0.56,VALIANTLAB,0.7529
0.254,0.2723,58,-0.4563,0.52,SHALPAINTS,0.76
0.215,0.2448,63,-0.4567,0.58,LAMBODHARA,0.7746
0.0802,0.1834,60,-0.457,0.58,PIIND,0.7727
0.0448,0.1647,61,-0.4579,0.58,ITC,0.7557
0.0634,0.1806,56,-0.4587,0.52,VISAKAIND,0.7586
0.0246,0.1751,47,-0.4592,0.58,ACMESOLAR,0.8239
0.0798,0.1974,50,-0.4596,0.58,TIIL,0.8555
0.1832,0.2458,53,-0.4598,0.58,INTLCONV,0.7714
0.1151,0.2099,54,-0.4599,0.58,INDRAMEDCO,0.7759
0.2941,0.2932,58,-0.46,0.58,S&SPOWER,0.7861
0.0819,0.1913,56,-0.4607,0.58,PCBL,0.7486
0.7667,0.5219,64,-0.4609,0.58,VIVIMEDLAB,0.7299
0.288,0.2969,54,-0.461,0.58,RAMAPHO,0.7759
0.2374,0.2696,56,-0.4627,0.58,ZUARIIND,0.7931
0.228,0.2479,69,-0.4649,0.58,SAMHI,0.7657
0.0185,0.1883,38,-0.466,0.56,SAILIFE,0.858
0.0941,0.1915,62,-0.466,0.58,SRF,0.7714
0.2567,0.2738,61,-0.4661,0.58,OPTIEMUS,0.7816
0.1134,0.2146,53,-0.4672,0.58,THERMAX,0.8343
0.0169,0.1853,40,-0.4674,0.58,NHPC,0.8182
0.1063,0.2068,56,-0.4674,0.58,GUJALKALI,0.7543
0.131,0.2073,65,-0.4683,0.56,HATHWAY,0.7386
0.088,0.1992,55,-0.4684,0.58,CELLO,0.7299
0.0542,0.1924,48,-0.4685,0.58,VARROC,0.8103
0.2875,0.3028,53,-0.4696,0.58,MICEL,0.7314
0.3116,0.3026,62,-0.4697,0.58,AHCL,0.7841
0.1445,0.23,54,-0.4698,0.52,LEMONTREE,0.7029
0.1512,0.2167,66,-0.4707,0.58,SAURASHCEM,0.7371
0.0731,0.1948,54,-0.4708,0.58,FINEORG,0.8057
0.0067,0.1876,36,-0.4713,0.58,HONASA,0.8457
0.1148,0.2218,50,-0.4717,0.54,CYIENTDLM,0.7943
0.2755,0.2944,56,-0.4723,0.58,DATAMATICS,0.7841
0.1204,0.2083,61,-0.4725,0.58,DBL,0.7919
0.058,0.1906,52,-0.4726,0.58,EXCELINDUS,0.7989
0.0159,0.1729,50,-0.4728,0.5,BOSCHLTD,0.7657
0.0947,0.2138,49,-0.473,0.58,ICICIGI,0.7829
0.1206,0.2301,47,-0.473,0.58,TMPV,0.7273
0.098,0.202,59,-0.4736,0.58,BAJAJHIND,0.7557
0.0359,0.1865,48,-0.4743,0.56,MAXHEALTH,0.76
0.0907,0.1818,71,-0.4745,0.58,CANBK,0.767
0.3596,0.3194,68,-0.4746,0.58,SADBHIN,0.7356
0.0241,0.1789,50,-0.4757,0.56,SAIL,0.8182
0.2561,0.273,65,-0.4757,0.58,SUNFLAG,0.76
0.1204,0.2043,66,-0.4758,0.58,FCL,0.7955
0.1025,0.2292,42,-0.4759,0.58,KPRMILL,0.7771
-0.0104,0.1943,27,-0.4761,0.56,ANANDRATHI,0.9029
0.0925,0.2158,48,-0.4761,0.56,SHANTIGEAR,0.7543
0.0722,0.2133,43,-0.4773,0.58,SOBHA,0.76
0.3068,0.2953,67,-0.4775,0.58,ZEEMEDIA,0.763
0.0192,0.1688,56,-0.4784,0.58,MUNJALSHOW,0.7886
0.125,0.2108,64,-0.4785,0.58,GESHIP,0.8011
0.0488,0.1786,59,-0.479,0.56,VINYLINDIA,0.7514
